GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,MP1E001,MUVE001,MUVE002,MUVE003,MUVE004,MUVE005,MUVE006,MUVE007,MUVE008,MUVE009,MUVE010,MUVE011,NAME_M,MP1M001,MUVM001,MUVM002,MUVM003,MUVM004,MUVM005,MUVM006,MUVM007,MUVM008,MUVM009,MUVM010,MUVM011
"G4100170","2007-2011","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41017",,,"Deschutes County, Oregon",52962,21132,303,1465,2471,3044,2478,1910,1503,2003,4984,971,"Deschutes County, Oregon",1283,934,117,296,377,444,366,374,318,338,605,238
"G4100190","2007-2011","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41019",,,"Douglas County, Oregon",40501,13152,487,887,1509,1602,1592,1195,767,1224,2866,1023,"Douglas County, Oregon",1228,708,172,205,261,303,333,279,218,272,387,192
"G4100210","2007-2011","OR",,,"Oregon","41","Gilliam County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41021",,,"Gilliam County, Oregon",42260,333,12,23,42,23,20,13,21,10,50,119,"Gilliam County, Oregon",8460,72,15,20,25,18,20,16,20,9,27,39
"G4100230","2007-2011","OR",,,"Oregon","41","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41023",,,"Grant County, Oregon",34367,987,58,162,79,169,43,90,47,57,131,151,"Grant County, Oregon",2929,139,35,65,45,65,24,44,28,37,59,64
"G4100250","2007-2011","OR",,,"Oregon","41","Harney County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41025",,,"Harney County, Oregon",38702,1146,104,84,76,173,143,38,24,147,94,263,"Harney County, Oregon",4772,176,74,52,59,115,123,30,26,86,67,94
"G4100270","2007-2011","OR",,,"Oregon","41","Hood River County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41027",,,"Hood River County, Oregon",54109,2659,163,181,374,252,224,392,111,109,467,386,"Hood River County, Oregon",2749,361,94,83,146,117,134,168,83,73,192,165
"G4100290","2007-2011","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41029",,,"Jackson County, Oregon",43386,32085,697,1996,2863,3510,2960,3163,2053,3100,9759,1984,"Jackson County, Oregon",1238,988,226,356,389,559,339,400,329,356,736,284
"G4100310","2007-2011","OR",,,"Oregon","41","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41031",,,"Jefferson County, Oregon",42867,2517,96,255,580,223,185,181,50,220,504,223,"Jefferson County, Oregon",2451,304,68,131,185,124,102,100,50,109,153,99
"G4100330","2007-2011","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41033",,,"Josephine County, Oregon",37824,11140,402,558,947,1153,1111,802,651,1024,3564,928,"Josephine County, Oregon",1291,709,180,171,250,214,242,208,182,209,374,227
"G4100350","2007-2011","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41035",,,"Klamath County, Oregon",41787,8630,437,673,917,664,937,600,616,717,2103,966,"Klamath County, Oregon",1757,591,157,155,206,200,236,175,182,168,320,221
"G4100370","2007-2011","OR",,,"Oregon","41","Lake County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41037",,,"Lake County, Oregon",36583,1193,69,144,89,91,125,20,36,51,214,354,"Lake County, Oregon",6174,152,38,68,39,47,53,21,47,37,85,110
"G4100390","2007-2011","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41039",,,"Lane County, Oregon",42621,57668,1332,3258,5211,7076,6502,4990,3916,4775,16857,3751,"Lane County, Oregon",686,1175,298,395,454,678,641,559,429,540,817,446
"G4100410","2007-2011","OR",,,"Oregon","41","Lincoln County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41041",,,"Lincoln County, Oregon",41764,6981,224,487,936,617,725,755,502,725,1464,546,"Lincoln County, Oregon",2279,514,118,167,229,189,219,159,140,176,263,194
"G4100430","2007-2011","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41043",,,"Linn County, Oregon",46872,14796,292,1096,2041,2249,1536,1077,900,1068,3609,928,"Linn County, Oregon",1286,662,112,267,344,332,289,252,226,238,386,196
"G4100450","2007-2011","OR",,,"Oregon","41","Malheur County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41045",,,"Malheur County, Oregon",39013,3511,153,214,380,500,283,266,145,261,726,583,"Malheur County, Oregon",1779,298,73,88,116,159,114,131,64,103,173,137
"G4100470","2007-2011","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41047",,,"Marion County, Oregon",46191,44052,1170,2765,5837,5076,5175,3708,3196,4153,11047,1925,"Marion County, Oregon",1097,1083,259,391,639,486,493,537,499,528,718,248
"G4100490","2007-2011","OR",,,"Oregon","41","Morrow County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41049",,,"Morrow County, Oregon",46110,1089,58,108,132,100,68,115,10,107,265,126,"Morrow County, Oregon",4044,151,48,55,49,62,51,58,11,64,96,64
"G4100510","2007-2011","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41051",,,"Multnomah County, Oregon",50726,135308,2821,9289,15301,15944,16497,11040,8469,12613,36653,6681,"Multnomah County, Oregon",579,1949,436,741,995,980,748,725,683,813,1160,594
"G4100530","2007-2011","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41053",,,"Polk County, Oregon",52865,9217,384,725,1064,1201,1071,633,392,865,2416,466,"Polk County, Oregon",1981,514,157,181,225,267,243,221,130,217,332,174
"G4100550","2007-2011","OR",,,"Oregon","41","Sherman County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41055",,,"Sherman County, Oregon",46453,280,20,40,33,14,11,16,14,0,33,99,"Sherman County, Oregon",4361,55,15,25,20,10,8,15,15,92,15,42
"G4100570","2007-2011","OR",,,"Oregon","41","Tillamook County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41057",,,"Tillamook County, Oregon",41400,3284,126,277,223,434,313,222,203,358,736,392,"Tillamook County, Oregon",1124,349,87,105,105,180,113,98,102,143,189,113
"G4100590","2007-2011","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41059",,,"Umatilla County, Oregon",45911,9552,465,1306,1521,1019,879,657,556,607,1916,626,"Umatilla County, Oregon",2201,535,144,238,301,224,183,172,166,183,292,162
"G4100610","2007-2011","OR",,,"Oregon","41","Union County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41061",,,"Union County, Oregon",40974,3618,176,356,319,219,470,224,210,396,887,361,"Union County, Oregon",1722,262,65,114,105,62,115,95,103,159,180,119
"G4100630","2007-2011","OR",,,"Oregon","41","Wallowa County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41063",,,"Wallowa County, Oregon",39556,766,8,93,96,37,92,26,32,81,164,137,"Wallowa County, Oregon",3875,123,13,34,53,26,49,20,21,47,57,56
"G4100650","2007-2011","OR",,,"Oregon","41","Wasco County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41065",,,"Wasco County, Oregon",43742,3313,196,389,524,297,269,168,119,258,764,329,"Wasco County, Oregon",2047,299,106,147,165,113,108,75,83,107,201,106
"G4100670","2007-2011","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41067",,,"Washington County, Oregon",63814,74819,2107,6372,10348,10437,8599,6507,4733,6965,16165,2586,"Washington County, Oregon",766,1447,371,536,818,615,662,607,575,650,817,322
"G4100690","2007-2011","OR",,,"Oregon","41","Wheeler County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41069",,,"Wheeler County, Oregon",34338,157,8,11,21,11,7,3,0,3,26,67,"Wheeler County, Oregon",4065,36,6,8,15,9,7,6,92,4,17,18
"G4100710","2007-2011","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US41071",,,"Yamhill County, Oregon",53819,10169,256,501,1303,1340,1153,804,673,849,2607,683,"Yamhill County, Oregon",1482,561,97,136,233,237,256,194,180,189,351,160
"G4200010","2007-2011","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42001",,,"Adams County, Pennsylvania",57097,8855,355,661,1233,1020,933,623,623,728,1746,933,"Adams County, Pennsylvania",1035,530,127,144,246,176,210,124,151,162,275,187
"G4200030","2007-2011","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42003",,,"Allegheny County, Pennsylvania",49805,175822,7259,15914,22620,21455,18755,14137,9698,13244,41336,11404,"Allegheny County, Pennsylvania",403,2052,571,1013,878,909,839,701,724,756,1281,721
"G4200050","2007-2011","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42005",,,"Armstrong County, Pennsylvania",44663,6581,478,671,714,638,733,439,214,444,1314,936,"Armstrong County, Pennsylvania",1281,379,93,132,139,138,134,110,89,130,238,173
"G4200070","2007-2011","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42007",,,"Beaver County, Pennsylvania",47928,17940,829,1874,2180,2444,1654,1570,883,1230,3693,1583,"Beaver County, Pennsylvania",974,756,176,287,301,365,217,215,211,223,366,219
"G4200090","2007-2011","PA",,,"Pennsylvania","42","Bedford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42009",,,"Bedford County, Pennsylvania",40710,4095,116,377,496,340,402,304,182,264,704,910,"Bedford County, Pennsylvania",1426,246,35,115,120,89,116,101,62,85,149,123
"G4200110","2007-2011","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42011",,,"Berks County, Pennsylvania",54823,41663,1138,3149,5066,4597,5242,3603,2653,3142,10233,2840,"Berks County, Pennsylvania",788,1129,242,448,548,505,469,380,337,352,712,323
"G4200130","2007-2011","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42013",,,"Blair County, Pennsylvania",43243,14335,642,1487,1521,1852,1587,1252,690,1256,3152,896,"Blair County, Pennsylvania",1086,645,176,264,244,311,250,260,136,233,290,167
"G4200150","2007-2011","PA",,,"Pennsylvania","42","Bradford County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42015",,,"Bradford County, Pennsylvania",42433,6104,333,542,641,733,653,469,404,399,941,989,"Bradford County, Pennsylvania",1035,305,90,105,126,138,123,99,113,104,174,119
"G4200170","2007-2011","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42017",,,"Bucks County, Pennsylvania",76019,49828,1289,3197,5950,6871,5641,5101,2914,4418,12061,2386,"Bucks County, Pennsylvania",892,1106,276,403,575,592,528,538,403,454,756,317
"G4200190","2007-2011","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42019",,,"Butler County, Pennsylvania",57474,16520,824,1416,1889,2035,1540,1213,1223,1261,3621,1498,"Butler County, Pennsylvania",1071,559,191,245,237,265,251,230,238,224,366,218
"G4200210","2007-2011","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42021",,,"Cambria County, Pennsylvania",41202,15346,817,1415,1863,1958,1639,1326,977,1028,2437,1886,"Cambria County, Pennsylvania",939,594,174,265,306,269,211,189,211,221,285,275
"G4200230","2007-2011","PA",,,"Pennsylvania","42","Cameron County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42023",,,"Cameron County, Pennsylvania",40449,592,35,86,50,120,49,84,24,38,45,61,"Cameron County, Pennsylvania",3001,78,22,45,28,39,21,34,14,38,28,27
"G4200250","2007-2011","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42025",,,"Carbon County, Pennsylvania",49056,5176,205,368,791,589,550,373,258,468,999,575,"Carbon County, Pennsylvania",2316,407,85,107,192,160,138,119,120,165,204,164
"G4200270","2007-2011","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42027",,,"Centre County, Pennsylvania",48262,22774,479,1901,2202,2245,2105,1454,1087,1415,8120,1766,"Centre County, Pennsylvania",1437,883,151,303,361,342,323,270,252,306,682,312
"G4200290","2007-2011","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42029",,,"Chester County, Pennsylvania",86264,42973,1499,3953,5808,6125,5146,3123,2635,3167,9025,2492,"Chester County, Pennsylvania",999,1055,258,434,449,540,447,401,392,391,571,343
"G4200310","2007-2011","PA",,,"Pennsylvania","42","Clarion County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42031",,,"Clarion County, Pennsylvania",41557,4565,151,506,423,493,273,309,276,340,1107,687,"Clarion County, Pennsylvania",1259,285,53,142,85,143,76,97,117,86,201,158
"G4200330","2007-2011","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42033",,,"Clearfield County, Pennsylvania",39391,7425,438,750,648,855,612,588,347,363,1754,1070,"Clearfield County, Pennsylvania",1276,423,124,202,148,194,150,146,129,85,249,164
"G4200350","2007-2011","PA",,,"Pennsylvania","42","Clinton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42035",,,"Clinton County, Pennsylvania",39696,4256,177,265,381,486,548,251,260,294,1055,539,"Clinton County, Pennsylvania",1490,262,70,74,103,110,96,99,118,101,176,111
"G4200370","2007-2011","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42037",,,"Columbia County, Pennsylvania",44136,7551,286,738,784,746,775,713,300,477,1761,971,"Columbia County, Pennsylvania",1426,457,104,187,174,173,149,181,89,140,296,214
"G4200390","2007-2011","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42039",,,"Crawford County, Pennsylvania",40379,9290,372,974,1094,947,1069,762,409,681,1943,1039,"Crawford County, Pennsylvania",1121,514,107,182,195,212,213,170,108,172,246,162
"G4200410","2007-2011","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42041",,,"Cumberland County, Pennsylvania",60832,26540,1028,2923,4038,3594,3206,2393,1218,1898,4642,1600,"Cumberland County, Pennsylvania",974,1041,221,385,521,439,413,376,236,283,427,323
"G4200430","2007-2011","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42043",,,"Dauphin County, Pennsylvania",53771,37542,1580,3544,5159,5171,4617,2954,1916,2852,7556,2193,"Dauphin County, Pennsylvania",971,847,297,369,487,568,518,415,328,375,605,300
"G4200450","2007-2011","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42045",,,"Delaware County, Pennsylvania",63677,59200,1981,4610,6753,6499,6008,4401,3429,5663,16179,3677,"Delaware County, Pennsylvania",914,1259,326,440,536,518,511,455,447,596,765,389
"G4200470","2007-2011","PA",,,"Pennsylvania","42","Elk County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42047",,,"Elk County, Pennsylvania",42854,2756,138,312,263,410,141,209,113,231,616,323,"Elk County, Pennsylvania",2411,290,59,90,81,141,63,99,73,136,149,93
"G4200490","2007-2011","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42049",,,"Erie County, Pennsylvania",44503,33870,1258,2571,3699,4117,3896,2832,1647,2476,8552,2822,"Erie County, Pennsylvania",731,893,227,298,437,437,401,357,297,274,602,374
"G4200510","2007-2011","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42051",,,"Fayette County, Pennsylvania",36605,14787,584,1201,1448,1693,1575,957,740,1294,3322,1973,"Fayette County, Pennsylvania",1279,623,155,188,223,261,240,220,185,238,334,268
"G4200530","2007-2011","PA",,,"Pennsylvania","42","Forest County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42053",,,"Forest County, Pennsylvania",36006,278,23,27,34,7,45,21,11,25,21,64,"Forest County, Pennsylvania",1876,70,20,17,19,5,26,12,13,20,13,31
"G4200550","2007-2011","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42055",,,"Franklin County, Pennsylvania",51171,15514,680,1878,2020,2201,1795,1242,804,1256,2621,1017,"Franklin County, Pennsylvania",973,591,175,342,321,302,290,228,200,266,346,213
"G4200570","2007-2011","PA",,,"Pennsylvania","42","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42057",,,"Fulton County, Pennsylvania",45960,1319,65,208,150,113,116,57,89,70,194,257,"Fulton County, Pennsylvania",2385,117,33,65,45,40,46,33,42,34,44,53
"G4200590","2007-2011","PA",,,"Pennsylvania","42","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42059",,,"Greene County, Pennsylvania",42565,3607,292,355,391,250,374,381,210,314,565,475,"Greene County, Pennsylvania",2209,329,126,124,112,92,98,154,88,120,156,102
"G4200610","2007-2011","PA",,,"Pennsylvania","42","Huntingdon County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42061",,,"Huntingdon County, Pennsylvania",43026,3825,254,436,505,361,311,339,74,227,670,648,"Huntingdon County, Pennsylvania",1454,315,92,119,116,102,78,120,37,67,142,102
"G4200630","2007-2011","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42063",,,"Indiana County, Pennsylvania",41424,10294,444,864,1174,874,639,760,393,599,3128,1419,"Indiana County, Pennsylvania",1134,605,122,183,239,196,135,205,102,158,404,249
"G4200650","2007-2011","PA",,,"Pennsylvania","42","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42065",,,"Jefferson County, Pennsylvania",40058,4411,378,453,377,428,607,243,167,335,770,653,"Jefferson County, Pennsylvania",1154,240,118,106,90,101,105,82,68,118,130,91
"G4200670","2007-2011","PA",,,"Pennsylvania","42","Juniata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42067",,,"Juniata County, Pennsylvania",45496,2081,105,280,257,219,167,185,83,165,296,324,"Juniata County, Pennsylvania",2443,176,38,70,74,62,55,58,38,72,90,74
"G4200690","2007-2011","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42069",,,"Lackawanna County, Pennsylvania",45185,28798,1274,3365,3594,3478,3005,2485,1294,2229,5415,2659,"Lackawanna County, Pennsylvania",860,834,228,395,423,433,383,275,246,289,405,332
"G4200710","2007-2011","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42071",,,"Lancaster County, Pennsylvania",55816,57615,1754,4816,7248,7996,6394,4466,3666,5101,12804,3370,"Lancaster County, Pennsylvania",594,1289,267,486,627,634,579,403,412,476,821,417
"G4200730","2007-2011","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42073",,,"Lawrence County, Pennsylvania",43821,8115,239,612,904,772,825,654,555,371,1930,1253,"Lawrence County, Pennsylvania",1193,449,88,178,197,135,204,143,151,107,258,205
"G4200750","2007-2011","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42075",,,"Lebanon County, Pennsylvania",53474,13682,672,1244,1875,1763,1332,1034,1139,1031,2859,733,"Lebanon County, Pennsylvania",1230,578,179,236,336,262,213,203,297,245,400,174
"G4200770","2007-2011","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42077",,,"Lehigh County, Pennsylvania",54312,42434,993,2579,4920,5569,4735,4001,2900,3800,10752,2185,"Lehigh County, Pennsylvania",735,910,250,348,448,496,514,382,415,399,752,285
"G4200790","2007-2011","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42079",,,"Luzerne County, Pennsylvania",43296,40768,1734,4026,5217,4183,4046,3803,2110,3058,8009,4582,"Luzerne County, Pennsylvania",929,917,235,429,420,392,373,405,283,287,591,468
"G4200810","2007-2011","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42081",,,"Lycoming County, Pennsylvania",43788,14208,523,1269,1674,1545,1597,1216,834,1209,3251,1090,"Lycoming County, Pennsylvania",1234,465,153,243,249,294,291,205,191,226,327,187
"G4200830","2007-2011","PA",,,"Pennsylvania","42","McKean County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42083",,,"McKean County, Pennsylvania",40721,4569,140,464,496,499,375,353,319,477,888,558,"McKean County, Pennsylvania",1138,298,66,131,147,114,91,90,116,126,141,104
"G4200850","2007-2011","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42085",,,"Mercer County, Pennsylvania",43504,11493,525,758,1156,1424,1540,1033,866,971,1922,1298,"Mercer County, Pennsylvania",985,608,149,148,186,255,255,163,197,215,277,200
"G4200870","2007-2011","PA",,,"Pennsylvania","42","Mifflin County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42087",,,"Mifflin County, Pennsylvania",38892,4870,199,551,465,635,445,363,180,432,953,647,"Mifflin County, Pennsylvania",1608,381,74,149,133,165,105,131,77,136,177,153
"G4200890","2007-2011","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42089",,,"Monroe County, Pennsylvania",57700,11678,390,931,1390,1112,1338,602,564,927,3602,822,"Monroe County, Pennsylvania",2258,731,184,224,286,281,305,202,170,255,542,231
"G4200910","2007-2011","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42091",,,"Montgomery County, Pennsylvania",78446,80618,2544,7573,10693,10687,8829,6572,4388,7129,17963,4240,"Montgomery County, Pennsylvania",885,1639,343,654,710,770,623,582,431,490,933,434
"G4200930","2007-2011","PA",,,"Pennsylvania","42","Montour County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42093",,,"Montour County, Pennsylvania",46421,1867,126,230,203,237,272,113,42,115,266,263,"Montour County, Pennsylvania",2298,207,67,71,95,92,132,54,33,60,82,90
"G4200950","2007-2011","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42095",,,"Northampton County, Pennsylvania",60540,28253,860,2024,3316,3624,3820,2295,1859,2144,6499,1812,"Northampton County, Pennsylvania",846,877,185,246,425,348,465,273,267,277,493,298
"G4200970","2007-2011","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42097",,,"Northumberland County, Pennsylvania",39605,11110,419,1344,1000,1251,1377,840,648,661,1994,1576,"Northumberland County, Pennsylvania",976,485,114,259,250,206,219,175,154,168,255,258
"G4200990","2007-2011","PA",,,"Pennsylvania","42","Perry County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42099",,,"Perry County, Pennsylvania",54626,3502,146,439,459,536,355,201,196,175,544,451,"Perry County, Pennsylvania",1687,235,56,92,106,131,96,73,60,60,137,84
"G4201010","2007-2011","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42101",,,"Philadelphia County, Pennsylvania",36957,260914,7538,16043,27218,27124,25981,19236,14868,21069,79990,21847,"Philadelphia County, Pennsylvania",452,3062,635,1001,1418,1395,1346,1096,1075,1158,1829,1181
"G4201030","2007-2011","PA",,,"Pennsylvania","42","Pike County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42103",,,"Pike County, Pennsylvania",58672,3404,88,142,276,250,326,267,214,329,1116,396,"Pike County, Pennsylvania",2485,380,74,70,99,93,112,136,113,128,242,128
"G4201050","2007-2011","PA",,,"Pennsylvania","42","Potter County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42105",,,"Potter County, Pennsylvania",40000,1783,106,107,212,173,149,191,104,156,318,267,"Potter County, Pennsylvania",1313,150,37,34,51,53,40,54,36,57,78,56
"G4201070","2007-2011","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42107",,,"Schuylkill County, Pennsylvania",44150,14031,782,1428,1586,1659,1686,1351,568,1088,2088,1795,"Schuylkill County, Pennsylvania",1051,655,185,270,227,276,272,249,159,213,270,270
"G4201090","2007-2011","PA",,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42109",,,"Snyder County, Pennsylvania",46184,3461,110,367,549,493,297,362,145,205,481,452,"Snyder County, Pennsylvania",2065,243,73,95,120,108,86,102,82,89,117,104
"G4201110","2007-2011","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42111",,,"Somerset County, Pennsylvania",41102,6294,349,807,606,713,491,407,257,485,1058,1121,"Somerset County, Pennsylvania",1103,395,91,158,112,116,107,96,80,112,180,176
"G4201130","2007-2011","PA",,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42113",,,"Sullivan County, Pennsylvania",38732,416,31,42,49,17,40,42,17,10,73,95,"Sullivan County, Pennsylvania",2901,54,17,21,22,12,20,33,12,8,27,28
"G4201150","2007-2011","PA",,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42115",,,"Susquehanna County, Pennsylvania",46392,3715,234,332,390,332,336,312,151,280,598,750,"Susquehanna County, Pennsylvania",1471,209,70,71,74,72,65,84,47,65,85,122
"G4201170","2007-2011","PA",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42117",,,"Tioga County, Pennsylvania",42027,4238,167,374,517,362,438,369,186,360,886,579,"Tioga County, Pennsylvania",1207,294,68,84,103,93,87,91,68,95,169,97
