GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AF49E001,AF9FE001,AF9FE002,AF9FE003,AF9FE004,AF9FE005,AF9FE006,AF9FE007,AF9FE008,AF9FE009,AF9FE010,AF9FE011,NAME_M,AF49M001,AF9FM001,AF9FM002,AF9FM003,AF9FM004,AF9FM005,AF9FM006,AF9FM007,AF9FM008,AF9FM009,AF9FM010,AF9FM011
"G0202300","2012-2016","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",64853,195,8,24,47,28,13,17,8,6,15,29,"Skagway Municipality, Alaska",6486,41,7,13,14,15,10,11,7,6,7,12
"G0202400","2012-2016","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",63713,591,35,88,67,46,31,25,42,43,76,138,"Southeast Fairbanks Census Area, Alaska",8661,94,26,37,30,29,21,18,28,26,34,40
"G0202610","2012-2016","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",82511,832,95,127,139,22,72,17,12,108,110,130,"Valdez-Cordova Census Area, Alaska",3249,131,74,55,61,13,47,14,13,69,67,65
"G0202750","2012-2016","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",52986,329,10,38,41,47,27,39,17,35,39,36,"Wrangell City and Borough, Alaska",7083,52,10,23,16,20,11,16,14,19,16,18
"G0202820","2012-2016","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",66875,98,1,14,12,11,20,8,3,2,9,18,"Yakutat City and Borough, Alaska",12552,23,3,7,7,8,9,7,3,4,6,9
"G0202900","2012-2016","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",38451,577,66,43,36,45,18,20,17,32,53,247,"Yukon-Koyukuk Census Area, Alaska",1628,51,20,21,12,14,7,9,8,14,22,31
"G0400010","2012-2016","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",32460,4469,934,668,526,395,157,244,99,230,592,624,"Apache County, Arizona",1381,270,114,104,110,91,42,91,40,76,120,132
"G0400030","2012-2016","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",45383,15850,782,1595,1650,1681,1782,1323,982,1234,3361,1460,"Cochise County, Arizona",1470,880,204,259,275,307,339,263,244,242,407,224
"G0400050","2012-2016","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",51106,19361,981,1567,2272,1608,1744,1620,918,1585,5409,1657,"Coconino County, Arizona",1578,840,167,283,364,272,302,333,221,313,596,237
"G0400070","2012-2016","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",40593,6025,471,469,552,729,454,292,307,777,941,1033,"Gila County, Arizona",1420,479,182,171,127,194,157,98,136,217,183,237
"G0400090","2012-2016","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",47422,3345,219,306,472,239,238,200,140,224,614,693,"Graham County, Arizona",3914,290,87,109,127,91,104,72,65,100,147,169
"G0400110","2012-2016","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",51813,1795,1000,199,57,120,22,59,38,54,111,135,"Greenlee County, Arizona",5787,172,138,63,36,62,20,38,28,39,64,53
"G0400120","2012-2016","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",36321,2296,53,110,357,280,322,57,154,171,286,506,"La Paz County, Arizona",3103,361,35,43,169,107,223,45,87,130,95,149
"G0400130","2012-2016","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",55676,581070,16332,48306,73376,75941,62545,49131,37134,51059,129900,37346,"Maricopa County, Arizona",332,3900,854,1748,1873,1801,1693,1834,1254,1572,2433,1355
"G0400150","2012-2016","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",39856,27313,989,2527,3211,3124,2875,2224,1596,2611,5454,2702,"Mohave County, Arizona",1002,1207,236,337,437,452,471,394,256,421,568,337
"G0400170","2012-2016","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",36868,10294,790,1031,992,771,791,903,463,610,2059,1884,"Navajo County, Arizona",1318,532,157,186,198,184,150,220,129,150,297,223
"G0400190","2012-2016","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",46764,152991,4202,11234,17121,18609,15858,11833,9713,13584,39925,10912,"Pima County, Arizona",511,2109,444,777,798,1143,969,668,668,849,1338,614
"G0400210","2012-2016","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",51190,35954,988,3168,4849,3631,3669,2454,2103,3112,7012,4968,"Pinal County, Arizona",931,1332,231,463,507,394,431,334,414,483,689,429
"G0400230","2012-2016","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",38941,5250,160,595,560,442,600,330,268,334,1324,637,"Santa Cruz County, Arizona",2732,462,88,207,166,139,199,131,120,135,341,172
"G0400250","2012-2016","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",46638,27930,1471,1968,2981,3417,2555,1950,1674,2978,6353,2583,"Yavapai County, Arizona",1145,1136,278,352,435,539,433,359,313,418,623,471
"G0400270","2012-2016","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",41467,23098,741,1564,2634,2971,2828,1424,1727,1899,5193,2117,"Yuma County, Arizona",1093,923,166,290,339,473,389,287,306,349,562,328
"G0500010","2012-2016","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",37330,2718,89,206,309,311,244,209,281,142,309,618,"Arkansas County, Arkansas",2349,229,55,103,106,109,85,103,102,80,102,130
"G0500030","2012-2016","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",36352,2075,75,67,311,237,217,89,143,118,433,385,"Ashley County, Arkansas",2068,254,53,43,122,121,119,65,80,104,170,120
"G0500050","2012-2016","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",38115,4453,183,504,525,503,549,361,308,375,645,500,"Baxter County, Arkansas",1703,369,86,187,189,188,176,156,142,127,148,147
"G0500070","2012-2016","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",59016,29090,2068,4236,4498,3336,2658,1998,1483,1790,4301,2722,"Benton County, Arkansas",1392,1023,270,467,422,385,361,298,289,270,459,377
"G0500090","2012-2016","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",38664,4169,316,269,498,482,386,288,313,269,659,689,"Boone County, Arkansas",1680,333,122,87,160,166,133,105,147,96,171,188
"G0500110","2012-2016","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",34665,1614,49,186,212,113,47,91,24,105,417,370,"Bradley County, Arkansas",4304,185,32,88,92,60,35,62,19,55,121,108
"G0500130","2012-2016","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",35446,379,0,21,40,27,37,31,14,17,121,71,"Calhoun County, Arkansas",10134,89,16,29,33,21,28,26,24,17,47,42
"G0500150","2012-2016","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",38145,2608,185,328,332,342,241,277,145,111,375,272,"Carroll County, Arkansas",2714,323,111,154,111,147,120,143,72,56,128,103
"G0500170","2012-2016","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",29628,1482,72,160,154,75,141,79,74,79,361,287,"Chicot County, Arkansas",2176,190,47,64,66,47,66,44,51,56,112,99
"G0500190","2012-2016","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",35595,3239,168,189,417,261,302,323,108,160,833,478,"Clark County, Arkansas",2201,354,76,89,129,112,112,129,61,83,205,150
"G0500210","2012-2016","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",32404,1770,73,89,184,144,146,159,106,159,296,414,"Clay County, Arkansas",2126,190,40,43,61,75,71,66,47,78,98,83
"G0500230","2012-2016","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",41717,2558,135,220,136,248,295,267,161,257,381,458,"Cleburne County, Arkansas",3422,310,78,124,59,108,134,128,98,123,128,139
"G0500250","2012-2016","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",42429,823,49,67,126,40,27,38,27,57,88,304,"Cleveland County, Arkansas",4886,154,30,43,59,30,23,22,21,54,52,93
"G0500270","2012-2016","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",36507,3222,201,263,333,128,371,144,188,325,412,857,"Columbia County, Arkansas",3378,351,92,120,147,67,172,81,107,177,156,189
"G0500290","2012-2016","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",38266,2291,122,166,187,66,207,132,168,200,514,529,"Conway County, Arkansas",3505,290,77,72,77,42,90,99,88,109,161,118
"G0500310","2012-2016","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",43892,16041,675,1200,2088,2027,1620,1244,799,1232,3693,1463,"Craighead County, Arkansas",1571,663,212,280,399,363,306,275,255,252,432,289
"G0500330","2012-2016","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",41792,5557,249,394,712,763,597,403,325,284,1160,670,"Crawford County, Arkansas",1441,443,115,133,208,189,169,146,140,97,239,188
"G0500350","2012-2016","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",39407,7931,296,735,781,740,623,703,598,561,1947,947,"Crittenden County, Arkansas",2569,418,129,180,200,201,149,164,178,158,268,194
"G0500370","2012-2016","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",39306,2279,78,184,281,179,189,212,96,140,431,489,"Cross County, Arkansas",3733,233,49,82,99,82,73,93,60,55,126,143
"G0500390","2012-2016","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",35745,1060,97,60,179,123,169,118,38,9,150,117,"Dallas County, Arkansas",4058,194,67,49,90,78,79,75,31,12,76,60
"G0500410","2012-2016","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",26519,2299,85,89,181,127,270,233,117,168,479,550,"Desha County, Arkansas",2194,216,62,65,82,56,122,110,61,94,142,155
"G0500430","2012-2016","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",33092,2641,161,149,186,156,150,171,117,175,778,598,"Drew County, Arkansas",2906,302,107,80,82,78,77,74,96,85,250,213
"G0500450","2012-2016","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",50872,16401,490,1959,1877,2356,1252,1345,1066,1109,3809,1138,"Faulkner County, Arkansas",2115,744,162,368,295,372,272,332,249,212,387,212
"G0500470","2012-2016","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",39482,1820,92,177,201,213,153,49,41,120,540,234,"Franklin County, Arkansas",2167,278,57,93,94,93,96,35,31,114,232,77
"G0500490","2012-2016","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",35593,1178,24,47,104,90,110,105,96,57,257,288,"Fulton County, Arkansas",3705,158,16,27,62,39,61,64,53,28,89,103
"G0500510","2012-2016","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",40011,13585,345,1147,1288,1201,1335,1297,894,960,3680,1438,"Garland County, Arkansas",1693,722,140,260,335,262,275,314,244,243,459,310
"G0500530","2012-2016","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",49195,1405,72,153,244,161,101,68,109,82,222,193,"Grant County, Arkansas",4080,202,65,78,86,94,73,65,68,47,84,78
"G0500550","2012-2016","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",42755,5631,205,603,720,637,405,466,305,485,1052,753,"Greene County, Arkansas",2814,378,109,189,215,220,166,195,137,182,228,208
"G0500570","2012-2016","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",34072,2490,107,130,277,149,139,337,136,424,475,316,"Hempstead County, Arkansas",3071,290,67,97,117,95,84,158,74,158,152,109
"G0500590","2012-2016","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",42589,3305,173,287,256,283,419,121,174,251,819,522,"Hot Spring County, Arkansas",3633,381,97,129,126,113,186,59,109,114,254,157
"G0500610","2012-2016","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",34672,1678,131,152,68,125,170,185,102,33,246,466,"Howard County, Arkansas",3156,199,72,59,37,66,87,81,52,25,91,137
"G0500630","2012-2016","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",37592,4069,123,331,338,420,437,392,279,322,651,776,"Independence County, Arkansas",2510,437,74,123,147,132,142,162,139,127,201,230
"G0500650","2012-2016","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",35188,1183,62,106,130,83,86,76,70,94,173,303,"Izard County, Arkansas",2807,167,43,63,71,51,45,46,56,62,59,110
"G0500670","2012-2016","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",31245,1954,34,269,197,171,183,119,85,156,400,340,"Jackson County, Arkansas",2167,210,25,114,79,58,65,61,51,62,120,108
"G0500690","2012-2016","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",36377,10379,448,868,1336,957,924,545,567,814,2798,1122,"Jefferson County, Arkansas",1947,627,163,216,257,212,229,166,179,203,383,204
"G0500710","2012-2016","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",34031,2861,109,216,278,337,241,242,154,223,609,452,"Johnson County, Arkansas",2839,275,64,96,100,100,86,99,82,96,153,152
"G0500730","2012-2016","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",29882,818,72,34,68,32,73,41,45,51,168,234,"Lafayette County, Arkansas",2989,116,52,25,34,27,41,26,31,38,68,60
"G0500750","2012-2016","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",33381,2135,98,158,282,144,232,198,114,89,423,397,"Lawrence County, Arkansas",3187,204,54,67,96,46,64,81,60,44,104,78
"G0500770","2012-2016","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",25724,1590,14,87,89,175,137,103,50,121,357,457,"Lee County, Arkansas",4406,173,13,46,52,72,62,61,31,83,136,116
"G0500790","2012-2016","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",32369,1113,74,57,80,48,134,76,84,31,212,317,"Lincoln County, Arkansas",3450,209,45,62,51,31,65,58,58,26,76,126
"G0500810","2012-2016","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",35396,1445,36,109,148,66,183,191,134,186,146,246,"Little River County, Arkansas",2534,272,32,64,95,45,100,113,68,115,74,95
"G0500830","2012-2016","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",36463,2145,173,246,195,258,173,125,52,157,316,450,"Logan County, Arkansas",2511,272,88,89,81,110,101,73,41,84,121,138
"G0500850","2012-2016","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",56156,7936,347,650,904,1176,858,670,381,631,1195,1124,"Lonoke County, Arkansas",1877,595,169,189,193,310,190,182,152,203,289,255
"G0500870","2012-2016","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",39839,1538,17,188,71,120,146,73,116,173,146,488,"Madison County, Arkansas",2616,252,19,89,49,58,78,46,73,72,78,155
"G0500890","2012-2016","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",33726,1402,16,118,124,197,148,157,82,134,210,216,"Marion County, Arkansas",2139,151,15,56,65,80,60,49,48,58,65,82
"G0500910","2012-2016","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",39955,5974,299,411,526,670,664,410,401,441,1422,730,"Miller County, Arkansas",1581,420,120,126,138,182,174,134,127,112,243,190
"G0500930","2012-2016","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",35003,7279,362,629,959,646,561,542,319,566,1661,1034,"Mississippi County, Arkansas",1909,381,150,193,232,180,152,140,107,168,266,228
"G0500950","2012-2016","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",31541,1193,63,118,134,142,69,103,28,80,261,195,"Monroe County, Arkansas",4692,123,50,67,63,55,38,52,23,48,77,69
"G0500970","2012-2016","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",35103,751,80,86,55,52,49,47,28,57,101,196,"Montgomery County, Arkansas",3209,126,58,45,34,30,31,31,30,39,52,54
"G0500990","2012-2016","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",30750,997,10,47,50,78,70,239,22,62,144,275,"Nevada County, Arkansas",5513,188,14,45,44,77,72,87,23,51,88,112
"G0501010","2012-2016","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",33176,483,48,31,47,21,30,47,3,22,51,183,"Newton County, Arkansas",4912,112,41,33,30,19,24,44,4,19,34,77
"G0501030","2012-2016","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",31233,3332,145,245,293,333,375,133,221,237,745,605,"Ouachita County, Arkansas",2832,329,115,102,98,119,135,68,115,94,227,180
"G0501050","2012-2016","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",45819,764,15,81,85,95,46,33,13,36,115,245,"Perry County, Arkansas",4174,144,11,35,61,67,36,31,12,24,69,88
"G0501070","2012-2016","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",26829,4070,160,163,284,491,335,189,296,432,948,772,"Phillips County, Arkansas",2185,345,88,60,129,153,132,90,118,150,217,164
"G0501090","2012-2016","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",34519,1073,123,39,92,91,98,69,30,96,196,239,"Pike County, Arkansas",2928,169,60,34,58,49,47,39,27,46,76,73
"G0501110","2012-2016","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",35163,3581,189,341,506,309,258,397,169,295,541,576,"Poinsett County, Arkansas",1962,263,84,115,146,96,84,106,65,88,149,148
"G0501130","2012-2016","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",33202,1822,108,103,174,342,122,143,58,106,308,358,"Polk County, Arkansas",2099,233,64,56,81,131,83,74,34,65,97,105
"G0501150","2012-2016","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",40534,7537,280,551,973,802,968,741,316,606,1388,912,"Pope County, Arkansas",2200,419,113,164,250,180,238,228,160,202,299,231
"G0501170","2012-2016","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",37500,1177,64,109,193,53,83,64,49,75,158,329,"Prairie County, Arkansas",4580,177,32,50,99,29,50,35,28,34,67,94
