GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QU1E001,QZZE001,QZZE002,QZZE003,QZZE004,QZZE005,QZZE006,QZZE007,QZZE008,QZZE009,QZZE010,QZZE011,NAME_M,QU1M001,QZZM001,QZZM002,QZZM003,QZZM004,QZZM005,QZZM006,QZZM007,QZZM008,QZZM009,QZZM010,QZZM011
"G0202400","2008-2012","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",62712,820,50,101,91,117,35,40,6,22,83,275,"Southeast Fairbanks Census Area, Alaska",9152,124,27,43,42,63,22,29,11,18,45,73
"G0202610","2008-2012","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",67421,870,76,49,118,67,135,96,30,62,76,161,"Valdez-Cordova Census Area, Alaska",10436,154,44,23,77,50,75,68,32,47,38,76
"G0202700","2008-2012","AK",,,"Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02270",,,"Wade Hampton Census Area, Alaska",40608,533,78,62,25,28,26,10,14,9,26,255,"Wade Hampton Census Area, Alaska",2026,56,22,20,14,19,15,8,10,7,13,40
"G0202750","2008-2012","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",47348,302,5,43,34,49,48,9,40,10,39,25,"Wrangell City and Borough, Alaska",5102,83,6,37,34,37,34,8,40,10,27,19
"G0202820","2008-2012","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",71705,140,5,16,24,29,9,10,10,6,7,24,"Yakutat City and Borough, Alaska",5036,38,7,10,17,23,8,12,11,6,7,15
"G0202900","2008-2012","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",35559,592,61,76,36,67,20,22,7,43,51,209,"Yukon-Koyukuk Census Area, Alaska",3051,63,21,27,13,24,9,10,7,15,17,49
"G0400010","2008-2012","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",31615,4522,880,622,611,243,325,173,123,246,697,602,"Apache County, Arizona",1172,327,185,134,145,82,80,73,61,117,163,129
"G0400030","2008-2012","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",45505,15477,591,1356,1949,2067,1680,1030,1285,865,2780,1874,"Cochise County, Arizona",1585,779,181,277,352,380,337,260,330,214,419,293
"G0400050","2008-2012","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",48320,17927,964,1274,1767,1803,1604,1397,1126,1268,5250,1474,"Coconino County, Arizona",1916,764,240,252,310,335,293,268,272,282,558,221
"G0400070","2008-2012","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",38504,4751,186,410,302,282,417,361,277,435,1140,941,"Gila County, Arizona",1609,412,78,172,121,145,156,132,125,167,233,195
"G0400090","2008-2012","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",44421,2745,243,347,251,276,168,209,55,107,561,528,"Graham County, Arizona",2884,294,89,116,111,110,88,100,39,59,175,134
"G0400110","2008-2012","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",49692,1841,1004,271,54,90,17,68,77,17,111,132,"Greenlee County, Arizona",5048,197,155,99,40,59,25,46,55,19,51,62
"G0400120","2008-2012","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",35093,2726,67,322,193,205,344,159,263,102,218,853,"La Paz County, Arizona",4299,465,58,120,117,107,176,102,162,62,64,246
"G0400130","2008-2012","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",54385,507455,13153,37296,60311,63817,53637,44938,33450,45866,120441,34546,"Maricopa County, Arizona",329,4138,907,1820,1869,1788,1702,1494,1409,1880,2498,1535
"G0400150","2008-2012","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",39383,24060,609,1656,2994,2561,2544,1708,1218,2460,5796,2514,"Mohave County, Arizona",904,1318,167,326,460,406,373,343,245,427,650,400
"G0400170","2008-2012","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",37683,9638,689,891,1143,1049,803,627,426,717,1812,1481,"Navajo County, Arizona",2027,704,170,243,264,245,208,190,165,185,293,259
"G0400190","2008-2012","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",46443,139370,3756,9685,15756,15872,15041,11178,9306,11419,37381,9976,"Pima County, Arizona",508,2226,442,732,834,1112,985,711,726,890,1474,715
"G0400210","2008-2012","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",50164,29181,804,1899,3458,3523,2629,2308,2036,2610,6312,3602,"Pinal County, Arizona",1232,1480,205,392,496,561,462,408,471,466,748,466
"G0400230","2008-2012","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",37692,4729,158,376,372,578,483,290,121,426,1278,647,"Santa Cruz County, Arizona",2712,416,76,133,133,186,170,129,75,177,253,178
"G0400250","2008-2012","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",43652,26682,1295,1671,2508,2897,2764,2400,1507,2393,6671,2576,"Yavapai County, Arizona",1173,1220,302,320,455,403,420,469,308,424,770,462
"G0400270","2008-2012","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",41156,21335,387,1296,2320,2544,2524,1801,1863,1777,4890,1933,"Yuma County, Arizona",1168,1042,137,273,411,430,460,375,362,315,663,340
"G0500010","2008-2012","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",39883,2554,124,269,329,266,115,260,70,257,363,501,"Arkansas County, Arkansas",2848,252,76,130,103,101,55,102,46,116,122,153
"G0500030","2008-2012","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",38069,2168,81,137,256,215,209,33,254,214,264,505,"Ashley County, Arkansas",3113,273,64,80,98,103,120,35,142,97,106,133
"G0500050","2008-2012","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",35209,4119,159,238,366,497,455,256,402,390,932,424,"Baxter County, Arkansas",1529,365,103,123,147,163,177,91,168,133,218,141
"G0500070","2008-2012","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",53515,25363,1245,2607,4175,3004,2689,2205,1235,1765,3983,2455,"Benton County, Arkansas",1215,1166,301,366,516,406,415,463,282,303,496,390
"G0500090","2008-2012","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",38364,3989,139,417,433,338,470,229,295,396,584,688,"Boone County, Arkansas",2088,331,78,132,174,126,158,113,129,154,201,151
"G0500110","2008-2012","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",32321,1506,21,150,139,88,84,58,121,80,216,549,"Bradley County, Arkansas",4133,240,26,85,91,66,78,42,63,76,82,179
"G0500130","2008-2012","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",31425,413,30,16,35,41,55,46,19,0,58,113,"Calhoun County, Arkansas",2890,103,31,21,38,29,45,44,22,17,39,52
"G0500150","2008-2012","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",35558,3212,150,364,232,419,313,161,261,241,604,467,"Carroll County, Arkansas",2243,310,86,166,102,133,147,91,121,113,167,158
"G0500170","2008-2012","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",25188,1522,0,88,47,221,192,180,58,91,364,281,"Chicot County, Arkansas",3427,227,19,51,33,86,84,80,48,63,113,96
"G0500190","2008-2012","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",32393,2770,131,200,331,266,170,294,148,198,698,334,"Clark County, Arkansas",2297,299,81,87,125,121,73,136,89,99,198,122
"G0500210","2008-2012","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",32695,1793,114,99,147,204,176,184,155,109,253,352,"Clay County, Arkansas",2224,200,67,60,73,81,81,69,85,49,89,92
"G0500230","2008-2012","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",39410,2419,93,182,210,234,277,197,48,208,455,515,"Cleburne County, Arkansas",2737,308,72,88,94,102,106,82,47,94,188,152
"G0500250","2008-2012","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",38060,712,66,66,53,77,25,34,34,7,98,252,"Cleveland County, Arkansas",4769,133,49,37,40,45,20,25,29,13,48,92
"G0500270","2008-2012","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",34895,2731,68,123,209,254,159,186,54,329,742,607,"Columbia County, Arkansas",2648,322,40,68,113,129,90,86,42,145,163,156
"G0500290","2008-2012","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",32625,2160,60,139,159,148,234,153,38,221,581,427,"Conway County, Arkansas",2706,265,47,81,101,81,148,73,31,90,166,136
"G0500310","2008-2012","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",41054,15110,657,1295,1719,1944,1406,1087,623,1317,3851,1211,"Craighead County, Arkansas",1209,667,200,309,302,345,301,233,180,299,476,211
"G0500330","2008-2012","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",39981,6373,132,569,692,912,671,532,247,329,1465,824,"Crawford County, Arkansas",1726,587,75,166,220,237,208,164,119,132,320,242
"G0500350","2008-2012","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",36521,7825,318,527,647,892,728,795,478,573,2090,777,"Crittenden County, Arkansas",1817,426,131,188,212,209,154,224,157,204,334,151
"G0500370","2008-2012","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",39665,2196,51,119,437,233,235,86,115,242,355,323,"Cross County, Arkansas",2978,269,35,72,170,104,84,50,84,110,137,98
"G0500390","2008-2012","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",30309,970,37,16,39,25,94,162,76,49,191,281,"Dallas County, Arkansas",4212,214,39,23,44,21,69,87,68,49,86,105
"G0500410","2008-2012","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",29504,2313,128,24,165,126,190,149,131,258,384,758,"Desha County, Arkansas",3540,214,77,25,88,65,85,72,81,92,114,142
"G0500430","2008-2012","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",32087,2726,76,351,186,159,336,219,97,144,770,388,"Drew County, Arkansas",3870,294,61,132,99,87,205,129,90,80,206,135
"G0500450","2008-2012","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",49008,14713,457,1254,2109,1829,1496,1161,664,1284,3351,1108,"Faulkner County, Arkansas",1967,754,172,279,414,301,295,248,196,265,422,254
"G0500470","2008-2012","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",35918,1685,66,184,199,150,39,81,86,167,289,424,"Franklin County, Arkansas",4912,342,56,92,128,82,38,59,80,121,112,180
"G0500490","2008-2012","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",35059,1066,39,157,86,73,86,66,37,161,142,219,"Fulton County, Arkansas",3969,171,42,83,50,45,47,40,35,79,82,87
"G0500510","2008-2012","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",38680,11973,623,923,1060,1238,1472,1137,517,873,2780,1350,"Garland County, Arkansas",1498,859,184,238,248,270,312,250,154,210,419,271
"G0500530","2008-2012","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",49063,1337,33,132,301,214,90,31,69,98,177,192,"Grant County, Arkansas",5855,231,48,85,122,119,67,30,62,65,103,65
"G0500550","2008-2012","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",38481,5921,287,576,672,680,412,329,287,532,1132,1014,"Greene County, Arkansas",2078,439,136,201,190,187,171,118,175,174,211,205
"G0500570","2008-2012","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",31193,2768,77,312,262,217,112,138,74,266,882,428,"Hempstead County, Arkansas",3496,295,63,132,134,95,63,71,60,129,210,139
"G0500590","2008-2012","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",39652,3357,237,420,414,274,145,326,167,205,545,624,"Hot Spring County, Arkansas",2137,297,112,145,151,112,79,123,76,98,168,196
"G0500610","2008-2012","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",35236,1805,140,198,156,158,188,204,72,24,329,336,"Howard County, Arkansas",3628,191,68,77,86,72,101,90,52,22,114,97
"G0500630","2008-2012","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",34374,4287,136,264,386,425,212,321,351,323,1089,780,"Independence County, Arkansas",1883,370,94,117,137,138,90,129,147,145,245,223
"G0500650","2008-2012","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",31011,1321,52,85,88,60,91,110,84,112,238,401,"Izard County, Arkansas",2055,195,32,51,44,39,50,43,49,72,75,130
"G0500670","2008-2012","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",31692,1958,101,102,166,135,224,124,72,182,409,443,"Jackson County, Arkansas",3264,216,65,51,72,60,74,60,44,83,120,105
"G0500690","2008-2012","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",37561,10168,562,827,841,940,798,623,408,856,2924,1389,"Jefferson County, Arkansas",1613,580,203,224,223,211,182,138,128,182,412,267
"G0500710","2008-2012","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",32198,3092,141,177,398,262,319,378,213,246,632,326,"Johnson County, Arkansas",1958,293,71,81,138,107,107,110,92,104,134,108
"G0500730","2008-2012","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",28633,739,17,72,64,47,106,59,16,33,125,200,"Lafayette County, Arkansas",2535,131,14,46,41,32,51,33,16,27,48,61
"G0500750","2008-2012","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",32205,1901,22,103,250,173,243,101,61,129,404,415,"Lawrence County, Arkansas",3289,230,20,53,101,65,95,47,34,73,120,99
"G0500770","2008-2012","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",26098,1336,10,83,122,143,68,117,74,110,278,331,"Lee County, Arkansas",4375,221,14,68,68,90,52,79,58,61,108,130
"G0500790","2008-2012","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",34107,1207,29,99,89,95,126,81,30,95,250,313,"Lincoln County, Arkansas",4654,170,32,65,64,51,68,55,24,67,104,90
"G0500810","2008-2012","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",39042,1034,70,95,67,98,87,72,26,99,156,264,"Little River County, Arkansas",4026,174,76,76,54,69,52,48,27,56,87,100
"G0500830","2008-2012","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",37237,1924,79,179,280,93,115,143,136,240,287,372,"Logan County, Arkansas",2694,245,67,91,121,56,49,78,74,132,101,110
"G0500850","2008-2012","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",51499,6526,197,612,787,1011,644,510,469,615,952,729,"Lonoke County, Arkansas",1176,475,117,171,198,234,187,170,187,168,193,169
"G0500870","2008-2012","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",33481,1492,65,141,96,100,152,36,99,86,226,491,"Madison County, Arkansas",2165,178,62,88,54,60,74,35,53,68,113,130
"G0500890","2008-2012","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",33497,1332,71,89,158,122,155,83,136,91,210,217,"Marion County, Arkansas",2075,205,40,50,73,53,61,43,83,57,92,82
"G0500910","2008-2012","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",40314,5662,341,564,735,368,561,305,249,475,1371,693,"Miller County, Arkansas",2092,462,124,160,234,142,163,125,113,154,274,180
"G0500930","2008-2012","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",35651,7078,328,696,749,749,633,535,352,562,1416,1058,"Mississippi County, Arkansas",2679,463,126,205,226,212,179,189,153,144,279,230
"G0500950","2008-2012","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",28075,1264,76,80,91,121,122,109,69,89,297,210,"Monroe County, Arkansas",3042,175,41,47,51,55,51,62,57,48,95,59
"G0500970","2008-2012","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",33240,750,45,67,49,50,44,48,59,41,172,175,"Montgomery County, Arkansas",4087,153,48,51,33,37,22,37,50,27,83,66
"G0500990","2008-2012","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",35578,1024,59,57,31,43,12,93,49,58,175,447,"Nevada County, Arkansas",3063,174,48,53,31,41,13,81,35,67,93,149
"G0501010","2008-2012","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",27790,590,54,71,59,12,27,50,49,14,113,141,"Newton County, Arkansas",4011,129,38,53,32,15,26,34,41,15,62,63
"G0501030","2008-2012","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",32032,3475,157,314,446,291,308,180,150,266,684,679,"Ouachita County, Arkansas",2099,391,93,126,147,101,120,70,70,113,186,172
"G0501050","2008-2012","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",42738,694,32,91,52,46,16,50,16,39,103,249,"Perry County, Arkansas",4981,145,28,70,39,30,15,50,16,34,56,93
"G0501070","2008-2012","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",27219,3667,121,190,251,375,226,222,277,238,1152,615,"Phillips County, Arkansas",2160,347,77,91,116,133,95,90,128,95,236,175
"G0501090","2008-2012","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",32087,1183,30,137,89,160,111,107,16,89,183,261,"Pike County, Arkansas",2002,162,20,64,61,89,56,61,19,41,75,75
"G0501110","2008-2012","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",31743,3422,213,277,307,285,316,274,109,279,672,690,"Poinsett County, Arkansas",1612,241,86,92,95,72,108,105,49,98,146,143
"G0501130","2008-2012","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",33479,1800,61,103,156,218,141,177,107,59,274,504,"Polk County, Arkansas",1948,253,33,54,81,96,86,95,84,39,82,137
"G0501150","2008-2012","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",40948,6954,191,570,873,863,690,396,361,699,1514,797,"Pope County, Arkansas",1859,486,108,186,203,235,181,128,154,209,266,200
"G0501170","2008-2012","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",35806,1017,32,69,117,82,87,85,56,40,152,297,"Prairie County, Arkansas",2406,131,30,40,53,44,47,44,31,34,58,81
