GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AH1PE001,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH1PM001,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
"G0202300","2013-2017","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",70673,203,7,25,49,33,18,15,8,7,11,30,"Skagway Municipality, Alaska",6701,38,6,9,15,14,10,10,6,6,6,11
"G0202400","2013-2017","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",63866,606,39,98,56,50,43,34,36,45,84,121,"Southeast Fairbanks Census Area, Alaska",6607,93,27,45,24,31,26,26,21,30,34,40
"G0202610","2013-2017","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",86019,757,76,124,132,22,55,20,13,121,71,123,"Valdez-Cordova Census Area, Alaska",5533,138,60,75,70,15,40,16,12,67,31,65
"G0202750","2013-2017","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",56094,362,13,36,51,44,24,41,23,34,44,52,"Wrangell City and Borough, Alaska",5257,67,8,26,21,21,14,18,16,20,15,25
"G0202820","2013-2017","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",64583,101,2,12,9,13,20,9,3,3,6,24,"Yakutat City and Borough, Alaska",11434,17,3,5,6,7,8,6,3,3,6,13
"G0202900","2013-2017","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",37819,580,48,44,35,34,14,21,17,37,66,264,"Yukon-Koyukuk Census Area, Alaska",2854,49,16,16,11,12,10,9,11,15,16,37
"G0400010","2013-2017","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",32360,4366,927,636,501,421,162,245,91,168,572,643,"Apache County, Arizona",1213,302,102,112,112,100,54,70,43,58,161,142
"G0400030","2013-2017","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",47847,15282,781,1536,1885,1614,1570,1262,942,1231,3043,1418,"Cochise County, Arizona",1539,761,205,310,335,274,271,283,221,218,475,212
"G0400050","2013-2017","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",53523,19353,988,1479,2218,1663,1715,1528,836,1630,5553,1743,"Coconino County, Arizona",2500,833,222,265,373,344,301,341,226,307,555,283
"G0400070","2013-2017","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",41179,5856,504,450,611,697,455,288,361,719,819,952,"Gila County, Arizona",1678,516,210,140,174,218,134,100,152,195,193,175
"G0400090","2013-2017","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",48173,3507,220,335,522,299,244,161,188,231,631,676,"Graham County, Arizona",2637,271,86,122,136,102,96,70,90,102,146,137
"G0400110","2013-2017","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",56298,1778,1024,202,92,96,38,55,30,60,86,95,"Greenlee County, Arizona",8257,138,128,79,57,59,27,40,26,47,48,53
"G0400120","2013-2017","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",36479,2265,57,101,402,260,327,49,85,187,371,426,"La Paz County, Arizona",4789,358,37,44,184,83,209,37,47,171,130,121
"G0400130","2013-2017","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",58580,581017,16516,48713,74033,78016,63647,48313,37218,50450,127318,36793,"Maricopa County, Arizona",350,4244,1043,1641,2263,1968,1856,1433,1382,1576,2390,1322
"G0400150","2013-2017","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",41567,26566,957,2457,3243,3238,2814,2101,1689,2477,4830,2760,"Mohave County, Arizona",796,970,227,429,466,472,448,377,305,371,521,360
"G0400170","2013-2017","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",38798,10656,870,1048,1119,735,794,773,469,606,2023,2219,"Navajo County, Arizona",1774,478,185,167,219,203,160,192,141,142,296,270
"G0400190","2013-2017","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",48676,151693,4364,11358,17768,17648,15369,12369,9504,13416,39197,10700,"Pima County, Arizona",534,2081,449,891,895,926,900,999,693,878,1464,782
"G0400210","2013-2017","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",52628,36585,1094,3063,4604,3597,3695,2169,2087,3305,7384,5587,"Pinal County, Arizona",891,1375,234,495,466,477,500,349,357,574,656,445
"G0400230","2013-2017","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",39630,5100,131,510,560,442,571,369,305,375,1255,582,"Santa Cruz County, Arizona",2778,440,73,182,167,164,212,121,131,162,281,162
"G0400250","2013-2017","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",48259,27660,1598,2014,2594,3298,2912,1659,1661,2967,6323,2634,"Yavapai County, Arizona",1287,1019,349,349,405,435,384,303,346,436,657,410
"G0400270","2013-2017","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",43253,23289,760,1788,2955,3278,2831,1336,1615,1775,4880,2071,"Yuma County, Arizona",1376,817,239,282,372,504,405,257,306,354,530,256
"G0500010","2013-2017","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",38532,2870,70,258,254,308,299,210,251,193,347,680,"Arkansas County, Arkansas",2759,273,45,112,101,128,129,94,99,108,124,154
"G0500030","2013-2017","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",36407,2128,86,57,235,169,247,109,118,216,534,357,"Ashley County, Arkansas",2317,287,57,39,126,101,121,75,82,131,163,123
"G0500050","2013-2017","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",40072,4534,184,437,632,485,570,412,330,385,587,512,"Baxter County, Arkansas",1602,452,98,130,184,178,166,187,145,152,134,154
"G0500070","2013-2017","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",61271,30631,2057,4953,4729,3804,2890,1857,1615,1925,4210,2591,"Benton County, Arkansas",1146,954,277,439,454,473,361,317,318,300,446,298
"G0500090","2013-2017","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",40727,4158,286,282,535,493,493,402,323,243,540,561,"Boone County, Arkansas",1497,357,121,77,167,171,162,131,121,94,138,187
"G0500110","2013-2017","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",36310,1738,67,196,204,178,43,80,22,168,404,376,"Bradley County, Arkansas",3985,202,37,103,86,83,34,56,22,89,126,112
"G0500130","2013-2017","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",37225,347,0,13,7,21,39,38,7,19,123,80,"Calhoun County, Arkansas",5419,76,16,13,14,19,29,41,15,18,59,45
"G0500150","2013-2017","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",39686,2434,148,300,238,351,266,200,158,140,348,285,"Carroll County, Arkansas",2195,334,94,146,115,153,104,127,68,88,119,97
"G0500170","2013-2017","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",32412,1455,89,120,171,61,84,75,100,80,317,358,"Chicot County, Arkansas",3098,182,52,61,72,41,42,44,62,52,107,109
"G0500190","2013-2017","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",37144,3350,155,335,362,317,323,335,172,258,640,453,"Clark County, Arkansas",2739,310,81,128,126,136,96,125,88,127,160,137
"G0500210","2013-2017","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",32219,1913,70,126,247,145,181,157,98,244,307,338,"Clay County, Arkansas",2195,229,41,66,84,71,91,73,55,94,114,93
"G0500230","2013-2017","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",42312,2658,172,277,160,284,237,185,164,228,447,504,"Cleburne County, Arkansas",2518,292,85,136,71,116,114,92,88,103,144,140
"G0500250","2013-2017","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",44840,856,43,91,145,41,29,55,29,63,113,247,"Cleveland County, Arkansas",3699,135,27,55,64,27,25,29,23,58,56,79
"G0500270","2013-2017","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",37072,3199,195,382,266,95,430,160,143,169,531,828,"Columbia County, Arkansas",3441,336,93,147,115,62,169,96,81,102,202,217
"G0500290","2013-2017","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",39638,2382,137,159,184,148,206,177,193,226,388,564,"Conway County, Arkansas",3317,257,75,75,68,81,90,101,94,102,112,139
"G0500310","2013-2017","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",45672,16600,642,1504,2136,1969,1587,1288,813,1231,3772,1658,"Craighead County, Arkansas",1662,768,198,369,362,324,314,300,235,265,556,292
"G0500330","2013-2017","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",43504,5804,236,458,679,855,639,449,391,345,1168,584,"Crawford County, Arkansas",1870,467,94,156,182,191,176,150,152,103,273,163
"G0500350","2013-2017","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",38558,8072,217,729,703,833,759,636,566,628,2004,997,"Crittenden County, Arkansas",3004,409,106,182,163,211,173,161,178,169,280,179
"G0500370","2013-2017","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",41081,2183,97,191,276,194,225,169,36,102,388,505,"Cross County, Arkansas",2555,235,54,90,120,90,84,66,25,54,136,146
"G0500390","2013-2017","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",35794,988,57,62,172,150,176,118,14,10,94,135,"Dallas County, Arkansas",4141,153,59,46,94,89,87,80,17,12,51,70
"G0500410","2013-2017","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",27036,2191,90,85,238,128,325,104,142,206,368,505,"Desha County, Arkansas",2882,232,60,58,93,66,89,69,87,101,116,131
"G0500430","2013-2017","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",36092,2413,118,189,145,128,165,124,131,139,534,740,"Drew County, Arkansas",2533,299,81,97,86,81,67,89,93,97,149,197
"G0500450","2013-2017","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",50316,16506,516,1863,1897,1905,1504,1365,1075,1164,3935,1282,"Faulkner County, Arkansas",2016,754,133,330,331,302,312,340,225,222,446,292
"G0500470","2013-2017","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",39472,1810,77,123,186,206,179,64,60,111,525,279,"Franklin County, Arkansas",2697,229,59,65,105,87,92,45,43,65,199,91
"G0500490","2013-2017","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",36051,1120,24,41,105,122,108,115,74,39,261,231,"Fulton County, Arkansas",3683,179,18,24,60,66,54,83,47,29,93,97
"G0500510","2013-2017","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",41672,13223,330,1070,1323,1111,1332,1091,948,936,3608,1474,"Garland County, Arkansas",1593,812,118,264,305,259,306,231,261,231,530,268
"G0500530","2013-2017","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",49968,1382,92,156,227,99,95,81,105,71,237,219,"Grant County, Arkansas",3977,210,83,82,99,66,68,78,76,49,106,83
"G0500550","2013-2017","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",45566,5498,221,717,746,552,506,491,351,408,944,562,"Greene County, Arkansas",3644,429,119,232,234,203,164,172,180,176,245,181
"G0500570","2013-2017","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",38701,2469,142,131,255,203,187,267,137,396,352,399,"Hempstead County, Arkansas",3965,321,75,64,113,114,105,117,74,173,124,160
"G0500590","2013-2017","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",40626,3094,181,262,282,204,444,177,129,308,668,439,"Hot Spring County, Arkansas",1975,370,96,119,127,91,169,118,91,143,211,123
"G0500610","2013-2017","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",34851,1703,59,151,78,183,227,133,125,34,230,483,"Howard County, Arkansas",2771,214,44,66,44,79,105,61,75,31,101,137
"G0500630","2013-2017","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",39945,4183,153,286,355,496,518,457,297,285,668,668,"Independence County, Arkansas",2414,386,72,112,130,148,174,162,136,123,179,166
"G0500650","2013-2017","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",39135,1107,65,77,146,86,125,37,54,130,130,257,"Izard County, Arkansas",2916,184,33,37,73,44,62,25,39,79,49,83
"G0500670","2013-2017","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",32783,1817,39,277,178,183,157,114,80,173,397,219,"Jackson County, Arkansas",2974,265,24,94,82,79,65,52,47,77,119,76
"G0500690","2013-2017","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",37630,9990,359,988,1257,981,948,646,637,660,2371,1143,"Jefferson County, Arkansas",1469,517,122,245,278,210,214,172,178,180,283,224
"G0500710","2013-2017","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",35758,2889,158,222,338,333,201,265,144,175,612,441,"Johnson County, Arkansas",1574,249,89,95,118,109,92,99,63,77,157,138
"G0500730","2013-2017","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",32500,784,74,22,62,36,48,27,39,40,159,277,"Lafayette County, Arkansas",3065,113,59,18,32,21,28,21,31,35,61,80
"G0500750","2013-2017","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",37603,2162,122,166,362,194,196,211,82,67,349,413,"Lawrence County, Arkansas",2540,184,60,63,100,71,69,82,52,35,99,97
"G0500770","2013-2017","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",27901,1578,29,83,120,123,119,98,48,123,277,558,"Lee County, Arkansas",4074,187,32,47,98,71,61,56,38,97,89,158
"G0500790","2013-2017","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",38873,982,63,66,74,64,127,89,64,23,132,280,"Lincoln County, Arkansas",8291,200,40,72,52,54,80,63,54,19,58,114
"G0500810","2013-2017","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",36963,1609,122,99,174,121,180,134,153,233,105,288,"Little River County, Arkansas",4212,228,83,66,121,84,101,86,74,107,57,108
"G0500830","2013-2017","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",37982,2207,170,258,308,215,184,127,87,185,265,408,"Logan County, Arkansas",2324,294,95,92,185,112,86,64,65,108,99,160
"G0500850","2013-2017","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",57290,8285,319,706,1093,1055,1019,674,372,573,1327,1147,"Lonoke County, Arkansas",2075,520,125,222,226,243,231,191,166,182,271,269
"G0500870","2013-2017","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",42894,1455,28,213,85,154,120,94,105,144,95,417,"Madison County, Arkansas",3325,214,22,98,46,77,70,50,75,69,46,119
"G0500890","2013-2017","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",36113,1439,8,108,78,286,149,154,38,111,254,253,"Marion County, Arkansas",2636,216,12,50,48,126,53,59,25,40,94,98
"G0500910","2013-2017","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",41862,6218,274,486,604,683,607,416,449,480,1548,671,"Miller County, Arkansas",1885,428,135,116,133,156,171,134,144,121,241,187
"G0500930","2013-2017","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",36417,7516,408,538,1214,642,689,491,322,635,1593,984,"Mississippi County, Arkansas",1718,480,147,151,289,155,182,160,123,197,293,209
"G0500950","2013-2017","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",31584,1274,55,116,110,153,78,160,26,91,228,257,"Monroe County, Arkansas",3667,150,45,66,56,64,39,82,22,51,82,92
"G0500970","2013-2017","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",35252,708,45,89,63,48,62,34,13,45,71,238,"Montgomery County, Arkansas",3596,123,30,49,36,28,37,30,18,25,38,80
"G0500990","2013-2017","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",36995,881,0,48,39,59,78,190,37,93,63,274,"Nevada County, Arkansas",5674,181,16,39,36,63,76,113,43,77,48,102
"G0501010","2013-2017","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",38134,469,37,39,30,33,30,42,12,22,41,183,"Newton County, Arkansas",4984,117,35,40,27,23,24,46,15,22,28,74
"G0501030","2013-2017","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",32136,3282,149,287,295,306,340,146,195,260,701,603,"Ouachita County, Arkansas",3003,403,89,142,112,123,110,83,118,119,183,207
"G0501050","2013-2017","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",46168,686,15,65,93,127,48,33,17,24,96,168,"Perry County, Arkansas",3448,146,12,36,69,75,37,32,20,16,69,67
"G0501070","2013-2017","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",26652,4098,147,206,269,468,537,197,326,312,874,762,"Phillips County, Arkansas",1395,327,77,83,144,145,183,80,126,114,202,220
"G0501090","2013-2017","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",36893,984,117,50,103,89,101,65,33,67,140,219,"Pike County, Arkansas",2512,151,66,46,59,51,52,41,25,48,62,69
"G0501110","2013-2017","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",37487,3345,168,370,494,314,239,341,141,267,527,484,"Poinsett County, Arkansas",2704,279,69,107,132,107,87,111,67,81,137,130
"G0501130","2013-2017","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",33870,1908,97,112,191,307,97,133,89,135,323,424,"Polk County, Arkansas",2290,236,61,74,83,124,60,78,62,69,104,113
"G0501150","2013-2017","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",40668,7636,355,618,972,738,905,916,348,512,1552,720,"Pope County, Arkansas",2212,490,133,171,229,199,188,232,131,162,314,190
"G0501170","2013-2017","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",41244,1144,77,111,187,53,93,66,49,77,120,311,"Prairie County, Arkansas",2365,135,42,48,86,30,41,39,30,35,50,89
